Area	EdgeDistance_Error	Density_In_Ellipse	Ramanujan	Red_MEAN
610.952143	0.004688	0.983693	0.926287	32.515561
997.274917	0.001297	0.995044	0.917749	32.230736
2272.845038	0.002795	0.994136	0.953288	35.664918
1418.784634	0.003418	0.991142	0.973085	38.224596
1506.318804	0.01239	0.960112	1.059341	27.843067
1049.638634	0.001142	0.99409	0.963323	37.574922
1987.76912	0.002482	0.997105	0.963713	48.057184
695.456854	0.021012	0.96782	0.9818	29.651107
1761.936018	0.001298	0.994126	1.011102	42.523132
214.999521	0.020786	0.972801	0.869058	22.672486
2033.602517	0.003209	0.993787	0.956576	34.278647
1044.586034	0.00234	0.992391	0.937496	36.253572
1330.674125	0.003396	0.989717	0.982955	38.368566
346.121017	0.015509	0.924385	1.104656	23.841178
1913.8604	0.063225	0.894661	1.232185	33.408409
1142.511845	0.003082	0.98468	1.049811	37.579917
2344.691855	0.004528	0.979643	1.139741	35.342981
1874.183546	0.003612	0.991755	0.950499	31.085574
1584.800751	0.00516	0.988453	1.030324	37.844651
1128.813385	0.0049	0.989525	0.989533	29.576374
1669.949275	0.011052	0.962008	1.187553	31.037651
2323.091566	0.002478	0.991417	1.07543	35.185097
1714.528313	0.005133	0.995495	0.957479	34.658589
1018.906744	0.001727	0.987382	0.97441	29.670572
1383.974283	0.008164	0.975876	1.027836	28.705563
2235.084868	0.004806	0.982465	1.099011	30.921421
1399.613707	0.007484	0.985865	1.032196	35.379538
2241.279861	0.002588	0.995741	0.984237	38.778657
1987.631443	0.004958	0.996756	0.952517	34.365213
1272.293621	0.004225	0.980413	1.070161	35.975287
2728.808068	0.009529	0.991303	1.015516	35.705572
1653.506925	0.006756	0.982628	1.033422	36.807955
1382.719826	0.004665	0.975466	0.973644	36.348212
2746.620167	0.004913	0.991822	0.981954	39.504922
1879.066288	0.003842	0.99049	0.972905	36.824399
2184.932735	0.001857	0.992528	0.997688	35.396939
237.661486	0.018284	0.948049	1.01376	18.665428
970.032563	0.001571	0.997362	0.948058	26.89831
1511.55028	0.008524	0.994215	0.960147	29.931548
1900.076094	0.002311	0.9953	0.960497	37.017788
993.686165	0.001777	0.994036	0.94502	33.758021
1150.77338	0.001503	0.989741	0.975287	33.04529
1783.995044	0.001586	0.994345	0.963967	40.388351
1248.062854	0.001484	0.993727	0.954229	31.800742
404.752969	0.006936	0.96734	1.017474	25.750862
1511.122101	0.003555	0.994761	0.943775	34.388019
1695.631715	0.015113	0.946382	1.050557	28.686059
1455.912127	0.01297	0.954088	1.005607	29.085802
1892.397734	0.007251	0.99375	0.94662	25.589318
1827.286726	0.001702	0.997431	0.926635	31.5835
1055.987924	0.000986	0.996823	0.95239	25.862976
757.123211	0.00251	0.987295	0.997385	26.916668
1542.189484	0.002685	0.997833	0.929268	37.451902
1979.232277	0.001963	0.996754	0.935396	36.891691
1485.561771	0.002897	0.996917	0.932562	29.694958
1401.428868	0.003806	0.995929	0.972601	26.758571
1316.71708	0.001485	0.995478	0.952132	22.522097
641.570613	0.003467	0.986555	0.950914	25.639301
848.544026	0.001695	0.995505	0.974172	26.802359
1340.807581	0.004307	0.996894	0.932734	32.965263
869.866365	0.002801	0.993947	0.950754	30.723684
499.471706	0.013925	0.961709	0.986105	26.8504
1884.420883	0.001966	0.99622	0.957031	37.606452
1223.476413	0.000969	0.996537	0.925419	34.718878
1721.149487	0.001192	0.995093	0.941859	28.528088
1094.541396	0.00346	0.984723	0.971768	29.481963
1135.842292	0.00186	0.996568	0.942795	30.900911
1347.33185	0.003941	0.995094	0.946282	41.7095
1895.431497	0.001955	0.995592	0.929384	40.94521
2115.390133	0.002622	0.99502	0.96371	41.040278
1126.876995	0.001365	0.997405	0.92237	34.101229
1907.375532	0.002296	0.996856	0.926186	43.348676
393.48024	0.005567	0.985392	0.956987	27.826959
1565.747751	0.00185	0.998481	0.930546	26.876734
987.08441	0.003834	0.997946	0.92555	24.343143
1805.593854	0.000941	0.997468	0.960475	33.905321
1648.311698	0.002079	0.99465	0.948263	31.662306
1209.810364	0.003736	0.994138	0.925549	35.013704
1350.044882	0.003804	0.995241	0.922313	31.000965
1292.988195	0.001287	0.99738	0.938097	34.087671
909.409399	0.001569	0.994179	0.95109	30.846086
1022.233855	0.002703	0.99222	0.955996	26.350028
1500.502122	0.00362	0.993295	0.955381	18.072846
1443.348361	0.001741	0.997433	0.954363	25.646214
851.737662	0.002733	0.994454	0.950239	25.692274
1491.728459	0.0023	0.997284	0.958857	31.076462
1607.12179	0.002914	0.997488	0.965847	38.22114
663.144091	0.006169	0.980323	0.952908	22.194475
272.024811	0.003736	0.986557	0.882704	23.678495
883.541942	0.001694	0.99768	0.917366	21.903929
1718.043288	0.008047	0.994615	0.912376	31.127551
1352.85048	0.002117	0.998698	0.924772	22.990976
1475.182853	0.002312	0.998567	0.914103	34.514266
453.421879	0.001844	0.994718	0.92338	24.307535
1895.581713	0.00657	0.9903	0.958296	41.670864
1286.829329	0.002215	0.995672	0.985965	36.187105
1334.603787	0.015677	0.961524	0.987832	36.245508
1847.340567	0.006965	0.993625	0.933553	33.857578
1676.157418	0.000828	0.997701	0.914471	29.502149
905.154167	0.001489	0.995332	0.953047	29.568458
971.611201	0.001101	0.996025	0.911809	36.120261
1970.982701	0.005325	0.995118	0.933256	37.672214
1535.066301	0.001814	0.995559	0.947098	44.744656
777.582558	0.001499	0.993897	0.947608	36.679484
1940.252006	0.00753	0.995634	0.961421	35.952071
1282.899102	0.003787	0.996267	0.946075	36.423238
866.160497	0.004387	0.996941	0.922069	28.7808
1742.116009	0.001227	0.997692	0.950046	29.538697
1477.868474	0.002826	0.998644	0.927236	31.515093
1013.033165	0.002989	0.995341	0.898407	34.796158
1809.432848	0.004704	0.998393	0.921049	29.083636
1997.405572	0.004212	0.996145	0.976346	36.841219
1092.054149	0.002093	0.992733	0.951005	36.13328
1692.448463	0.003439	0.996777	0.959616	40.998808
560.141876	0.002062	0.993868	0.90181	29.248558
1508.951783	0.004267	0.998596	0.90838	36.529012
1465.653114	0.004653	0.998619	0.913782	43.074593
480.375314	0.00661	0.975425	0.927368	30.120142
1872.535293	0.004888	0.97723	0.982555	36.372293
1010.957232	0.00371	0.997676	0.94372	37.210795
444.430847	0.009961	0.969633	0.997676	27.0837
1737.225018	0.004992	0.996176	0.946333	44.220384
1211.817365	0.001974	0.995341	0.959637	31.855617
1353.207468	0.002995	0.99871	0.93079	39.520756
1497.550608	0.003442	0.9972	0.999518	1.115942
1721.634338	0.005584	0.997453	0.936938	41.851317
983.263829	0.001947	0.995157	0.922765	36.317048
2891.789001	0.007929	0.990697	1.029439	30.584232
1251.512505	0.004272	0.977715	1.047362	27.312033
1766.904139	0.002807	0.992288	0.9875	35.136545
1864.588759	0.003719	0.994521	0.980335	30.351907
419.243629	0.01013	0.970485	0.995837	19.612765
2095.226682	0.004824	0.991561	0.958474	31.702238
1842.320261	0.002062	0.989575	0.992803	40.401469
1991.480175	0.028109	0.972981	0.995992	34.080295
2661.019564	0.002224	0.993003	1.022235	28.870592
1642.681354	0.004737	0.996515	0.95965	29.380013
1738.388878	0.003122	0.996931	0.981941	35.465087
271.857565	0.010511	0.970517	0.938955	22.276257
1526.199756	0.002142	0.997863	0.941561	35.598506
2040.634512	0.002714	0.994791	0.945262	30.127566
808.108014	0.002596	0.993858	0.948217	26.814644
1726.422879	0.004501	0.997065	0.96248	35.766325
964.944822	0.001484	0.993869	0.923205	33.509547
934.079744	0.002305	0.995156	0.926475	28.278691
1810.899177	0.010599	0.99676	0.943766	29.080895
1460.454222	0.001126	0.997089	0.956994	30.423418
1840.747669	0.015703	0.987053	1.049569	32.616551
1197.125666	0.003028	0.985158	1.016948	29.443747
908.228966	0.005787	0.997472	0.926372	36.202893
1508.628568	0.003341	0.996988	0.966994	32.033391
863.349346	0.001418	0.995027	0.927785	29.621528
1286.635123	0.000844	0.997701	0.934008	27.554171
809.588061	0.000842	0.997626	0.910117	25.767592
2249.479821	0.001479	0.997177	0.972246	38.617511
626.424425	0.018619	0.955172	1.036259	28.387595
1628.577711	0.003158	0.997492	0.931806	31.315669
956.779684	0.00152	0.994204	0.945001	31.318664
987.337874	0.001367	0.995373	0.922391	34.587381
1708.301207	0.004225	0.995077	0.927129	36.916401
1305.853662	0.001698	0.998556	0.917774	30.869506
903.053469	0.001402	0.994524	0.945205	30.712461
1418.767486	0.007244	0.996749	0.953984	34.56864
2288.156189	0.007783	0.996216	0.947427	23.656529
1324.399215	0.003211	0.989267	0.991909	24.243702
137.039697	0.013727	0.93475	0.998364	15.421833
1152.626076	0.001007	0.996502	0.945092	29.647233
2038.539744	0.001877	0.99512	0.926675	33.269928
1425.143261	0.002028	0.998899	0.908458	31.027316
1243.004187	0.001166	0.997348	0.950062	34.859378
1674.996893	0.002112	0.99722	0.926487	34.297294
781.680818	0.001453	0.992501	0.974424	26.004873
1321.711211	0.001858	0.999144	0.912588	33.055682
882.470517	0.002829	0.99763	0.925527	29.713004
980.928193	0.00349	0.994612	0.939431	25.354619
1649.157113	0.00133	0.995686	0.928574	29.330662
1324.470899	0.006054	0.996568	0.950319	25.352087
1802.032108	0.001045	0.997878	0.92167	26.040016
1780.987262	0.004632	0.99674	0.921354	26.528996
1102.893768	0.001938	0.996949	0.913358	30.95652
1126.330278	0.000679	0.997869	0.931744	35.056835
1947.235697	0.00325	0.997544	0.926641	39.185963
730.44345	0.002082	0.987382	0.98516	26.363776
1435.683846	0.002939	0.998626	0.911611	31.965704
1864.410186	0.005086	0.988551	0.950674	37.642569
1586.730427	0.004169	0.995448	0.948761	26.439895
723.271751	0.018618	0.988186	0.973524	23.661095
1617.74791	0.006787	0.997795	0.955704	27.667096
960.976779	0.001114	0.995909	0.917158	36.582696
1687.968683	0.00477	0.995963	0.960212	30.898272
1248.177599	0.001843	0.998903	0.899431	35.316186
1889.258684	0.003504	0.998747	0.91053	26.523412
1172.104316	0.000718	0.996885	0.912747	32.032036
1334.550185	0.002278	0.993831	0.945762	34.245505
1873.121642	0.008012	0.996347	0.924924	30.405723
949.502744	0.001602	0.995584	0.930938	31.630031
269.272054	0.008745	0.97324	0.964327	22.058026
1415.238114	0.001665	0.998712	0.912044	37.802921
1496.21332	0.001828	0.998329	0.893829	31.320707
210.416775	0.01104	0.962675	1.020393	17.752955
1485.715442	0.006106	0.998243	0.920731	35.254165
124.049294	0.011339	0.968663	1.01092	16.689108
1549.653901	0.00139	0.997642	0.943278	30.858205
1012.937356	0.002376	0.997791	0.961542	30.05118
1170.535306	0.014201	0.993937	0.938547	48.281093
1352.999978	0.003206	0.998972	0.906897	35.178666
1670.446379	0.004202	0.996274	0.930938	25.509143
726.550044	0.002488	0.996187	0.978885	21.872998
1530.430214	0.011776	0.982916	0.981622	51.588804
1932.771756	0.001373	0.998123	0.915074	41.06199
761.755461	0.004019	0.984982	0.923061	30.65028
808.675513	0.001356	0.992667	0.938699	34.378297
2109.628358	0.001527	0.998158	0.955503	40.004391
1179.633513	0.002516	0.995081	0.948158	37.25198
1677.282589	0.002525	0.996775	0.945766	37.044123
468.117065	0.003916	0.981918	0.981695	28.462633
91.044163	0.038467	0.939408	0.898824	21.088406
1528.686056	0.003692	0.996214	0.958327	42.606223
2438.095676	0.004965	0.991394	0.990968	33.080153
1619.329783	0.011223	0.996276	0.902715	29.566674
1913.630319	0.001198	0.994486	0.951731	34.76972
2186.09778	0.003743	0.994919	0.959453	31.431038
926.440227	0.009009	0.976548	0.947906	31.249544
1044.556065	0.002769	0.990585	0.945967	35.173983
2269.611456	0.002049	0.994423	0.955709	38.101902
785.961965	0.002697	0.989947	0.970669	32.084154
1345.511053	0.001944	0.994492	0.98008	38.877662
1892.973672	0.002528	0.994759	0.928841	37.606993
1076.432186	0.002265	0.995619	0.948746	32.410565
2243.281053	0.005123	0.973249	1.048335	37.647822
1505.957918	0.012289	0.943381	1.081835	36.333416
1039.802435	0.002118	0.995273	0.975497	40.610374
2352.211847	0.00338	0.996057	0.947759	42.714602
1100.841477	0.002556	0.992076	0.989056	39.142076
1446.994937	0.003372	0.994836	0.964937	37.683926
1189.375339	0.003204	0.993876	0.941253	54.472649
385.529294	0.003036	0.990525	0.94136	33.039743
1132.13252	0.005226	0.996325	0.964602	18.925686
689.511428	0.004921	0.989335	1.010297	46.07381
1637.313507	0.002419	0.993722	0.94296	37.992969
1087.027601	0.001392	0.994394	0.980219	34.234249
2119.318045	0.001024	0.994133	0.953034	38.2014
1734.521865	0.002825	0.994577	0.977014	35.331778
975.856344	0.002782	0.989204	0.9697	32.244305
1667.171058	0.002148	0.997697	0.94983	38.166132
516.312187	0.007332	0.976888	0.966891	24.311125
1514.081594	0.002898	0.996003	0.915883	48.851619
884.142923	0.001216	0.993894	0.974061	38.163898
414.245686	0.009397	0.978159	0.97738	31.811231
2335.856014	0.031542	0.914576	1.446934	24.47091
2125.095505	0.001492	0.992463	1.024083	30.209203
1592.235528	0.003357	0.991777	0.99704	30.509669
870.126709	0.002864	0.98496	1.005264	26.370596
670.218613	0.002274	0.985988	1.059166	20.13314
1760.822204	0.003375	0.99737	0.948645	30.445496
989.237311	0.00561	0.981035	0.96577	24.77003
2140.504805	0.002399	0.998416	0.935023	29.721296
2303.64626	0.005396	0.990857	0.982905	34.238
1793.879579	0.003879	0.987502	1.015928	34.120513
984.491165	0.007445	0.959157	1.073408	23.955735
1380.347277	0.00263	0.992809	0.980644	27.993975
1462.464193	0.002778	0.996654	0.939486	35.356928
798.502598	0.003208	0.990926	0.943077	28.503707
1429.756058	0.003043	0.998319	0.963971	30.766073
720.926893	0.002663	0.99207	0.940682	27.128017
1397.974801	0.002727	0.995749	0.900307	32.038395
1322.993556	0.003091	0.993552	0.94075	34.771201
1548.534544	0.00105	0.997804	0.96579	38.264884
976.049255	0.002482	0.995035	0.952453	28.900254
713.390639	0.022484	0.941865	0.990147	31.622181
1193.18225	0.004617	0.987866	0.972947	34.413289
1872.837542	0.006383	0.995848	0.921524	38.060044
1226.962858	0.005953	0.986856	0.996638	23.844192
1036.81069	0.001836	0.992259	0.941649	32.234674
464.455886	0.003176	0.985969	0.987063	22.767572
1755.540959	0.004367	0.997916	0.949219	31.069316
339.330798	0.002509	0.991349	0.91442	18.915922
1256.277179	0.002976	0.997985	0.933712	25.392278
1187.972049	0.005871	0.992545	0.938842	37.866858
2087.865747	0.008708	0.983723	1.009875	47.003496
1396.442903	0.002743	0.998243	0.923758	25.137034
1043.959852	0.000952	0.997381	0.941145	22.531317
1365.141602	0.009597	0.966164	1.010877	15.930049
1290.004551	0.014069	0.970327	1.059036	23.432241
944.126882	0.005486	0.995657	0.953277	25.953109
1603.97165	0.004248	0.99772	0.909486	35.614279
799.402135	0.001011	0.996596	0.926005	28.416133
1446.265129	0.003302	0.998773	0.944051	29.944401
1142.68449	0.002578	0.996371	0.93776	31.976045
1811.939942	0.003274	0.990663	0.953555	21.131495
1292.625935	0.003709	0.996993	0.951314	20.178253
1075.893899	0.002742	0.993078	0.940745	40.920005
1860.507823	0.003488	0.996837	0.941577	41.595931
753.53094	0.002205	0.992367	1.012143	32.237923
2071.698696	0.002319	0.990172	0.979407	46.787827
714.85705	0.001259	0.994792	0.946321	42.895615
1387.456808	0.005557	0.983398	1.058702	40.337975
1792.060539	0.004826	0.997941	0.931916	37.868813
2182.710407	0.041585	0.962883	1.045047	38.437219
2402.223481	0.229198	0.496576	1.505301	28.41547
2305.893151	0.005464	0.978664	1.202854	26.620485
1217.515396	0.004338	0.976709	1.021805	25.154628
1370.13249	0.00372	0.98328	1.004282	28.997741
1873.400082	0.001629	0.993189	1.017832	30.641779
1898.797538	0.001376	0.99271	0.986631	32.12086
1566.545208	0.003245	0.991419	0.998442	29.983878
1299.530701	0.003778	0.991786	1.008982	26.469298
850.003576	0.010296	0.958455	1.067732	28.91722
2222.639838	0.000951	0.99292	1.019516	38.03875
1412.887567	0.002448	0.992789	1.022199	31.665578
1527.241916	0.004234	0.995747	1.002814	29.359475
1945.490729	0.006133	0.995067	0.999764	28.381264
1890.998339	0.004308	0.994975	0.940196	31.198062
1624.185242	0.005308	0.998272	0.922501	31.65038
1026.626389	0.00284	0.989084	0.99501	30.06943
1887.232601	0.005756	0.996764	0.957137	27.774974
1774.786757	0.005462	0.996657	0.942218	34.218241
755.833048	0.003131	0.988125	1.017323	32.194434
1434.661727	0.009387	0.980148	1.018091	33.585095
1608.036115	0.002096	0.993227	0.958926	36.078182
420.592099	0.006121	0.984135	0.939903	19.191069
2251.384331	0.000709	0.995881	0.990614	28.264422
1772.581111	0.00525	0.996245	0.968611	30.259986
1725.629433	0.006261	0.987984	1.004979	31.151256
1358.403963	0.004312	0.989592	0.984927	30.490157
1267.105612	0.001159	0.993831	0.948031	31.994778
2606.665978	0.002947	0.997899	0.96161	31.412836
1954.30932	0.002082	0.995408	0.946856	28.483259
1120.013976	0.003249	0.993433	0.928802	29.421741
928.111819	0.008545	0.996436	0.939917	29.945116
1805.137849	0.00456	0.996606	0.948376	32.060173
623.106752	0.002577	0.98992	0.954703	22.513608
1761.544844	0.027281	0.973513	1.054443	27.696783
2409.979903	0.002924	0.987489	1.036376	26.74691
1838.82978	0.012046	0.984658	0.949261	34.826323
631.904636	0.00388	0.986497	0.980496	24.426848
1430.684646	0.002515	0.996856	0.958467	34.329799
538.829882	0.002134	0.990381	0.943163	23.272501
1555.90798	0.005086	0.996483	0.95544	33.699064
1155.291258	0.001596	0.994097	0.966783	31.280965
1553.345353	0.002085	0.993784	0.989899	33.186999
2220.408731	0.002964	0.994819	0.964466	32.639889
637.384817	0.006049	0.978681	1.015904	23.818615
1577.771701	0.00289	0.997347	0.947121	30.852836
1452.601695	0.002658	0.996572	0.942718	28.662995
2001.292129	0.001961	0.997015	0.948614	30.463658
183.855792	0.015547	0.942733	1.047466	16.648953
1226.507511	0.003732	0.99558	0.974401	28.181327
1872.3341	0.00367	0.998382	0.933234	36.095051
791.394275	0.003312	0.991223	0.974324	27.686147
1805.576813	0.002702	0.989868	0.943974	30.688806
1260.151959	0.00263	0.997027	0.949486	26.784193
1405.520768	0.003821	0.997478	0.934654	22.630751
1092.006616	0.019631	0.943201	1.018262	36.007451
1086.292406	0.002868	0.993935	0.917163	31.622437
1083.348523	0.002086	0.997348	0.93001	27.748185
1489.82477	0.003276	0.998255	0.929812	27.563012
1899.543244	0.004184	0.994808	0.917651	26.310026
935.314612	0.002038	0.997459	0.936713	22.661355
1367.540961	0.002394	0.997262	0.941837	21.676375
561.118332	0.001646	0.994625	0.960739	19.806827
1185.553231	0.012445	0.962956	1.006998	25.18729
1648.292496	0.004526	0.995839	0.950893	31.329298
1164.126784	0.000695	0.998684	0.933036	29.197998
783.701381	0.001356	0.997115	0.943979	26.172266
944.599888	0.002952	0.994185	0.956614	16.644302
1392.8711	0.001505	0.996777	0.940719	24.227789
500.031532	0.003132	0.984906	0.988344	19.605073
606.559146	0.001187	0.996349	0.936923	32.433371
1256.236515	0.002219	0.997158	0.934891	23.694709
2254.471446	0.001635	0.997826	0.923683	33.765232
1037.347217	0.001777	0.993433	0.942194	30.222677
991.236662	0.000802	0.997726	0.921334	31.176845
1769.771468	0.00208	0.997344	0.921427	28.748219
551.066072	0.005153	0.978837	0.927151	23.84266
2009.668244	0.006799	0.995325	0.921999	31.089592
1145.63425	0.001734	0.997125	0.929829	28.872266
1312.324862	0.001454	0.995449	0.946371	39.303218
1797.869222	0.00475	0.998219	0.942407	34.750861
913.651526	0.00236	0.991672	0.956871	33.449375
1157.291641	0.004703	0.996493	0.927755	17.856078
767.129951	0.002802	0.994605	0.95114	21.192979
895.697418	0.003646	0.994537	0.972421	26.823025
1633.724705	0.004523	0.997836	0.928008	29.933693
1990.575985	0.001168	0.997255	0.971382	28.154775
1072.997065	0.001613	0.997852	0.918135	32.316322
1454.224403	0.001354	0.998506	0.922927	36.272038
690.660934	0.001735	0.993539	0.941442	29.897122
1640.027059	0.000696	0.997868	0.966453	38.896342
1000.490274	0.005245	0.99733	0.935404	28.395986
1610.269276	0.001585	0.9983	0.953434	34.946841
949.754633	0.001403	0.997019	0.921934	29.026681
1734.911137	0.003663	0.997879	0.927926	29.508507
1225.510581	0.002276	0.998021	0.938433	23.052201
1939.855735	0.005002	0.990545	0.975877	37.758669
1657.144753	0.006184	0.995101	0.945308	27.793684
1060.317931	0.002084	0.998087	0.914447	23.265798
230.754963	0.014205	0.949091	1.066104	18.229503
1614.736647	0.003002	0.99705	0.95678	32.364725
1353.717551	0.001459	0.997819	0.932465	30.801693
866.156427	0.001449	0.993243	0.955186	31.718254
1120.059457	0.001023	0.996745	0.934008	32.44697
731.735882	0.016034	0.970695	1.024887	24.948294
633.637753	0.002302	0.991669	0.948031	26.939889
1220.447038	0.003803	0.996563	0.93871	39.488807
1931.858566	0.003231	0.99143	0.976365	27.119904
1864.893923	0.001858	0.993425	0.976089	34.865132
1630.271388	0.003231	0.996108	0.94342	33.563896
970.141252	0.002856	0.99627	0.936632	29.756277
1747.213472	0.004727	0.99126	0.964471	31.814313
1372.696729	0.001684	0.994537	0.964138	38.297632
1215.426161	0.00647	0.992968	0.888477	36.060938
2412.790978	0.003991	0.994382	0.981258	30.183096
1079.69239	0.001009	0.996804	0.933473	35.918176
1794.968804	0.001583	0.996833	0.949241	33.998597
2356.329759	0.006018	0.990639	0.983763	27.630364
2086.747593	0.007583	0.994509	0.94425	36.23229
947.984073	0.001718	0.995499	0.949368	33.302738
949.870921	0.00274	0.99827	0.909843	26.784707
1534.557383	0.001215	0.995907	0.961879	33.151127
275.667284	0.011122	0.974411	0.966732	21.720577
1057.993308	0.002211	0.990334	0.957849	38.920742
1783.345844	0.001435	0.996683	0.972241	43.10405
1175.335139	0.004774	0.995334	0.946479	41.326006
2118.30307	0.001394	0.993802	0.989429	38.719357
1507.68571	0.001121	0.995918	0.977933	40.056051
596.474731	0.005236	0.975019	0.966264	31.446903
2238.113981	0.007558	0.989566	0.963244	37.84726
1526.268282	0.001203	0.996166	0.964484	38.952409
1691.045267	0.001484	0.995994	0.991039	36.808892
1097.040512	0.004715	0.995622	0.953784	38.390119
1581.911371	0.003861	0.995767	0.936368	35.638724
439.408349	0.007604	0.978669	0.992856	26.908442
1173.726503	0.003964	0.996577	0.964925	31.291906
774.071495	0.001497	0.994213	0.939759	30.663735
1442.848067	0.000925	0.99533	0.947962	32.315443
1918.11221	0.001413	0.995448	0.943499	31.6469
1073.516376	0.006624	0.996526	0.961271	32.793542
305.091709	0.011713	0.966616	0.982348	24.086118
1732.967791	0.002869	0.996896	0.963017	37.217785
999.037055	0.006535	0.979371	0.966975	32.572454
2405.172224	0.005345	0.996518	0.951786	36.839599
1985.400136	0.003259	0.988704	1.061695	35.473726
1120.546439	0.002037	0.989947	0.980177	33.954077
1073.403162	0.005231	0.985006	1.013262	23.198799
2054.035036	0.003938	0.986724	1.066762	30.756082
1115.4925	0.002719	0.99107	0.982062	30.56272
1244.306658	0.002714	0.987545	0.952916	39.20275
2699.195335	0.000959	0.997809	0.959327	33.556547
1593.547737	0.001581	0.993448	0.992572	36.036122
1388.265296	0.001635	0.996939	0.966001	37.584557
1777.456925	0.002448	0.996096	0.945125	35.376222
1547.242762	0.004457	0.996516	0.953593	35.036449
859.586832	0.005188	0.989184	0.982157	29.687871
917.049804	0.003336	0.991031	0.951576	32.24384
1634.977808	0.001545	0.994814	0.966355	35.575279
1805.126379	0.002872	0.992254	1.015196	31.13412
1576.690967	0.00227	0.990843	1.01	33.956815
773.574266	0.004182	0.982318	1.004272	31.031874
2063.684151	0.00249	0.993077	0.981374	34.640848
812.089762	0.001393	0.994785	0.927237	27.243429
1625.513542	0.002435	0.997178	0.933507	36.805297
1568.126534	0.001519	0.997168	0.943338	29.841301
2000.164327	0.003824	0.99276	0.971986	33.629443
1282.165555	0.002749	0.993508	0.979286	32.244572
434.723276	0.006657	0.964852	0.95606	24.668993
1727.833354	0.002826	0.99724	0.952369	34.000757
1780.904296	0.001101	0.994043	0.95964	28.631149
1850.473292	0.005318	0.997397	0.929347	29.619637
2217.481546	0.00112	0.995864	0.943431	31.932173
980.631319	0.000931	0.997305	0.925356	31.185855
1097.623473	0.006294	0.989141	0.965507	30.497678
1565.648931	0.003098	0.99815	0.92156	40.777929
442.422354	0.004225	0.981442	0.969788	26.568862
1790.652319	0.005941	0.993534	0.937959	29.425725
1653.386576	0.004046	0.998224	0.922374	29.874709
963.422852	0.001592	0.993887	0.960365	32.050132
1407.781166	0.001918	0.996952	0.897901	36.324676
2181.27612	0.00436	0.995679	0.946685	37.881593
1643.663841	0.001619	0.99809	0.943207	35.268124
1140.916095	0.002056	0.995269	0.923945	35.429747
578.875311	0.003708	0.983252	0.964214	28.328449
1235.569891	0.006977	0.996496	0.92982	36.54182
1820.543922	0.003625	0.996357	0.952888	38.013138
1290.720223	0.005818	0.994084	0.970646	34.526062
586.278029	0.010236	0.971225	0.986647	31.313459
1925.905985	0.002194	0.99472	0.978564	39.041578
1701.16981	0.005258	0.996593	0.949216	35.218081
1402.774371	0.007885	0.997959	0.96589	37.259653
1679.78526	0.001807	0.998171	0.932818	29.39433
1038.125366	0.005432	0.996979	0.93655	31.353179
1668.079254	0.001376	0.995582	0.923336	30.70843
2101.304008	0.00316	0.996983	0.92431	33.252343
1350.012653	0.001594	0.995052	0.933429	31.950116
1432.14136	0.00116	0.996576	0.929541	32.401589
822.984148	0.000761	0.998106	0.903209	30.037066
1183.716122	0.001791	0.99558	0.931095	27.464412
875.555304	0.002191	0.996692	0.910935	31.102563
1908.274401	0.001036	0.996916	0.928149	35.023563
481.00506	0.001846	0.991925	0.960547	22.44918
712.891566	0.000873	0.997509	0.938059	26.583906
1069.124044	0.004636	0.997395	0.949251	19.618506
1608.615409	0.002263	0.994966	0.937424	35.165439
1267.461496	0.004253	0.99892	0.913295	30.351722
1722.680813	0.005546	0.996674	0.942012	32.454758
968.658613	0.002757	0.994885	0.945338	31.52067
1421.181487	0.003231	0.998805	0.922965	35.684142
1909.494907	0.002559	0.996795	0.97541	39.476599
1127.873798	0.002676	0.99675	0.91828	34.836161
1095.995264	0.002012	0.991424	0.957452	31.063258
1457.259691	0.002421	0.997061	0.941942	34.186932
1786.786725	0.002523	0.990895	0.935996	34.237873
998.420123	0.003159	0.985623	1.010248	40.480342
1455.128952	0.005137	0.992777	0.966118	37.226409
1444.844199	0.000759	0.997082	0.933133	47.285739
1735.238947	0.008215	0.996347	0.921612	27.342206
2054.078616	0.000696	0.996291	0.962795	42.173888
927.789166	0.003718	0.99336	0.945456	18.160828
1718.754183	0.003631	0.996598	0.966541	22.00211
843.753758	0.003286	0.993689	0.944149	18.470278
1285.392896	0.001115	0.998857	0.918963	32.574376
724.762931	0.001847	0.99407	0.938446	24.544614
1161.439761	0.002912	0.995288	0.929076	26.107908
1342.163158	0.002437	0.995665	0.926647	23.313144
1405.005866	0.000878	0.997911	0.930792	34.866093
675.483402	0.000975	0.995972	0.931117	26.963969
1164.259919	0.001196	0.998161	0.931883	22.083567
1507.445959	0.002027	0.997922	0.933386	30.760596
2171.986005	0.001548	0.998009	0.929617	28.421629
1169.603888	0.002164	0.995796	0.927624	34.437582
1445.30527	0.000809	0.998102	0.948149	35.014747
862.976665	0.002001	0.991673	0.888995	38.228834
1569.669388	0.001195	0.994414	0.944046	43.105131
1912.342433	0.012159	0.969432	1.047259	37.394373
1266.979247	0.020303	0.973074	1.087244	1.115942
1664.690777	0.002195	0.993335	0.970916	38.814383
1474.039943	0.014545	0.987026	0.992846	39.257589
1789.495744	0.009988	0.982042	1.002337	41.595606
994.719222	0.001661	0.996411	0.936453	29.914603
1335.441557	0.001375	0.997671	0.915428	33.250459
1925.971722	0.003326	0.99821	0.926525	29.747557
1620.751582	0.002001	0.995843	0.942471	38.709822
